0.5 0 0.2 0.5 0.3 0 0.55 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.55 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.55 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.55 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.55 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.05 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.55 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.1 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.45 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.45 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.45 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.45 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.45 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.05 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.45 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.1 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.35 0 0 0.55 0 0.2 0 0.2 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.35 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.35 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.35 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.35 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.05 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.35 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.1 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.5 0 0.2 0 0.2 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.5 0 0.2 0 0.25 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.5 0 0.2 0 0.3 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.5 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.5 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.05 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.5 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.1 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.15 0 0.2 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.15 0 0.25 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.15 0 0.3 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.15 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.15 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.05 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.15 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.1 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.15 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.05 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.1 0.55 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.1 0.6 0.15 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.1 0.6 0.2 0 0 0.15 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.05 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0.05 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.1 0.6 0.2 0 0 0.2 0.05 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.1 0.6 0.2 0 0 0.25 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.1 0.6 0.2 0 0.05 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.1 0.6 0.2 0.05 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.1 0.6 0.25 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.1 0.65 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.05 0.15 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0 0.1 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.2 0.05 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.05 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.55 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.6 0.15 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.6 0.2 0 0 0.15 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.05 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.15 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.05 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0.05 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.6 0.2 0 0 0.2 0.05 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.6 0.2 0 0 0.25 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.6 0.2 0 0.05 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.6 0.2 0.05 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.6 0.25 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.1 0.65 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.05 0.15 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0 0.1 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.25 0.05 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.05 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.55 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.15 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.2 0 0 0.15 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.05 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.15 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.05 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.1 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0.05 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.2 0 0 0.2 0.05 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.2 0 0 0.25 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.2 0 0.05 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.2 0.05 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.6 0.25 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.1 0.65 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.05 0.15 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0 0.1 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.3 0.05 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0 0.1 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0 0.1 0.6 0.2 0 0 0.2 0 0 0.05 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0 0.1 0.6 0.2 0 0 0.2 0 0 0.1 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.05 0.6 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.05 0.6 0.2 0 0 0.2 0 0 0.05 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.05 0.6 0.2 0 0 0.2 0 0 0.1 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.55 0.2 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.55 0.2 0 0 0.2 0 0 0.05 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.55 0.2 0 0 0.2 0 0 0.1 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.15 0 0 0.2 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.15 0 0 0.2 0 0 0.05 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.15 0 0 0.2 0 0 0.1 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.15 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.15 0 0 0.05 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.15 0 0 0.1 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.05 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0 0.15 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.05 0.05 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.05 0.15 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.1 0.15 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0 0.15 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0.05 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0.05 0.05 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0 0.05 0.1 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0.05 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0.05 0 0.05 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.2 0.05 0 0.1 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.25 0 0 0 0.1 	33333 33333 	
0.5 0 0.2 0.5 0.3 0 0.6 0.5 0 0 0.4 0 0 0.55 0 0.2 0 0.35 0 0.05 0.1 0.6 0.2 0 0 0.25 0 0 0.05 0.1 	33333 33333 	
